Dialogue_ID,Utterance_ID,Recognition_ID,Speaker,Utterance,Actual_Emotion,Predicted_Emotion,Reasoning,raw_output
10,0,10_0,Joey,Theres just so much pressure.,anger,sadness,expressing feeling of pressure,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing feeling of pressure""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing a neutral statement""},
    {""utterance_id"": 2, ""predicted_emotion"": ""sadness"", ""reasoning"": ""e"
10,1,10_1,Joey,"I mean no offense, but what you guys do is very different.",neutral,neutral,expressing a neutral statement,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing feeling of pressure""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing a neutral statement""},
    {""utterance_id"": 2, ""predicted_emotion"": ""sadness"", ""reasoning"": ""e"
10,2,10_2,Joey,I dont know if youd understand.,neutral,sadness,expressing uncertainty and potential lack of understanding,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing feeling of pressure""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing a neutral statement""},
    {""utterance_id"": 2, ""predicted_emotion"": ""sadness"", ""reasoning"": ""e"
10,3,10_3,Ross,"Yeah, none of us have to deal with pressure at our jobs.",neutral,neutral,expressing a neutral statement,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing feeling of pressure""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing a neutral statement""},
    {""utterance_id"": 2, ""predicted_emotion"": ""sadness"", ""reasoning"": ""e"
11,0,11_0,Rachel,"Well Phoebe, we gotta do something!",sadness,joy,"The tone is positive and enthusiastic, indicating joy.","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""The tone is positive and enthusiastic, indicating joy.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""The tone is negative and critical, indicating anger.""},
    {""utterance_id"": ""2"", """
11,1,11_1,Rachel,I mean theres no way Joeys gonna make it in time.,fear,anger,"The tone is negative and critical, indicating anger.","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""The tone is positive and enthusiastic, indicating joy.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""The tone is negative and critical, indicating anger.""},
    {""utterance_id"": ""2"", """
11,2,11_2,Rachel,So Im gonna go through the hotel and see if theres any other weddings going on.,neutral,neutral,"The tone is neutral and matter-of-fact, indicating a neutral emotion.","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""The tone is positive and enthusiastic, indicating joy.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""The tone is negative and critical, indicating anger.""},
    {""utterance_id"": ""2"", """
11,3,11_3,Phoebe,Okay. Oh but dont tell them Monicas pregnant because they frown on that.,neutral,disgust,"The tone is negative and critical, indicating disgust.","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""The tone is positive and enthusiastic, indicating joy.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""The tone is negative and critical, indicating anger.""},
    {""utterance_id"": ""2"", """
11,4,11_4,Rachel,Okay.,neutral,neutral,"The tone is neutral and matter-of-fact, indicating a neutral emotion.","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""The tone is positive and enthusiastic, indicating joy.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""The tone is negative and critical, indicating anger.""},
    {""utterance_id"": ""2"", """
9,0,9_0,Phoebe,Coming through!  Oh! Coming through!  Oh! Hello! Hi!  No! Right! Coming through!,fear,surprise,exclamation marks and excited tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,1,9_1,Monica,"Oh well, its not so bad.",neutral,neutral,calm and matter-of-fact tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,2,9_2,Fireman #1,"Yeah, most of the damage is pretty mostly contained in the bedrooms.",sadness,neutral,professional and informative tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,3,9_3,Phoebe,Oh!,surprise,surprise,exclamation mark and shocked tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,4,9_4,Rachel,My God!,surprise,fear,expression of shock and alarm,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,5,9_5,Joey,"Hey buddy, do you think I can borrow your uniform this Thursday?",neutral,neutral,casual and non-emotional tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,6,9_6,Fireman #1,Excuse me?,surprise,neutral,confused and questioning tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,7,9_7,Monica,Joey! Hes working!  You would look,anger,anger,protective and defensive tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,8,9_8,Joey,"Oh, how bad is it?",sadness,curiosity,inquiry and interest,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,9,9_9,Phoebe,"Oh, its bad. Its really bad. The only thing in there that isnt burned is an ass. Which I do",sadness,sadness,expression of despair and loss,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,10,9_10,Chandler,Hows your room Rach?,neutral,concern,inquiry and empathy,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,11,9_11,Rachel,Everythings ruined. My bed. My clothes. Look at my favorite blue sweater.,sadness,sadness,expression of loss and despair,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,12,9_12,Monica,Isnt that mine?,neutral,neutral,neutral and factual tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,13,9_13,Rachel,Fine! Im sorry for your loss!,anger,anger,defensive and sarcastic tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,14,9_14,Fireman #1,"So uh, youre not gonna be able to live here for a while, you ladies have a place to stay?",neutral,concern,inquiry and empathy,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,15,9_15,Rachel,"Wow! Oh-okay, look pal, I am",joy,anger,defensive and confrontational tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,16,9_16,Monica,"Yes, they can stay with us.",neutral,neutral,calm and matter-of-fact tone,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
9,17,9_17,Chandler,Have you figured out what started the fire Mr. Fireman?,neutral,curiosity,inquiry and interest,"{
  ""predictions"": [
    {""utterance_id"": 0, ""predicted_emotion"": ""surprise"", ""reasoning"": ""exclamation marks and excited tone""},
    {""utterance_id"": 1, ""predicted_emotion"": ""neutral"", ""reasoning"": ""calm and matter-of-fact tone""},
    {""utterance_id"": 2, ""predicted_emotion"": ""neutral"", ""reasoning"":"
13,0,13_0,Roger,Oh.,neutral,neutral,neutral tone and short phrase,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and short phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""assertive and confrontational language""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""rea"
13,1,13_1,Phoebe,"But I don't. Me, Phoebe.",neutral,anger,assertive and confrontational language,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and short phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""assertive and confrontational language""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""rea"
13,2,13_2,Roger,"Well, I'm not I'm not at all surprised they feel that way.",neutral,neutral,calm and matter-of-fact tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and short phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""assertive and confrontational language""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""rea"
13,3,13_3,Phoebe,"You're not? See, that's why you're so great!",surprise,joy,positive and enthusiastic language,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and short phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""assertive and confrontational language""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""rea"
13,4,13_4,Roger,"Actually it's, it's quite, y'know, typical behaviour when you have this kind of dysfunctional group dynamic.",neutral,anger,critical and judgmental language,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and short phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""assertive and confrontational language""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""rea"
13,5,13_5,Roger,"Y'know, this kind of co-dependant, emotionally stunted, sitting in your stupid coffee house with your stupid big cups which, I'm sorry, might as well have nipples on them, and you're like all 'Oh, define me!",anger,anger,aggressive and condescending language,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and short phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""assertive and confrontational language""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""rea"
13,6,13_6,Roger,Define me!,anger,anger,repetition of aggressive phrase,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and short phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""assertive and confrontational language""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""rea"
13,7,13_7,Roger,"Love me, I need love!",anger,sadness,desperate and needy language,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone and short phrase""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""assertive and confrontational language""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""rea"
15,0,15_0,Phoebe,"Yeah! Sure! Yep!  Oh, y'know what? If I heard a shot right now, I'd throw my body on you.",joy,joy,positive language and tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""positive language and tone""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""anger"", ""reasoning"": ""aggressive suggestion and tone""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""simpl"
