Dialogue_ID,Recognition_ID,Speaker,Utterance,Actual_Emotion,predicted_emotion,confidence,outcome,winning_agent,vote_plain,vote_linguistic,vote_context,reason_plain,reason_linguistic,reason_context,arbitrator_reasoning
22,22_9,Monica,Chandler that's crazy!,surprise,neutral,0.5,majority,majority,neutral,neutral,surprise,,,,
22,22_10,Monica,If you give up every time you'd have a fight with someone you'd never be with anyone longer thanOhhh!,anger,neutral,0.74,majority,majority,neutral,neutral,surprise,,,,
22,22_11,Chandler,"So, this isn't over?",neutral,anger,0.9,majority,majority,anger,sadness,anger,,,,
22,22_12,Monica,You are so cute!,joy,joy,1.0,unanimous,majority,joy,joy,joy,,,,
22,22_13,Monica,No.,joy,anger,0.5267,unanimous,majority,anger,anger,anger,,,,
22,22_14,Monica,"No, it was a fight.",neutral,sadness,0.75,majority,majority,neutral,sadness,sadness,,,,
22,22_15,Monica,You deal with it and move on!,joy,anger,1.0,unanimous,majority,anger,anger,anger,,,,
22,22_16,Monica,It's nothing to freak out about.,neutral,neutral,0.75,majority,majority,joy,neutral,neutral,,,,
22,22_17,Chandler,Really? Okay. Great!,joy,joy,0.8,majority,majority,joy,joy,neutral,,,,
22,22_18,Monica,"Ohh, welcome to an adult relationship!",joy,joy,0.6767,unanimous,majority,joy,joy,joy,,,,
22,22_19,Chandler,We're in a relationship?,surprise,surprise,0.9833,unanimous,majority,surprise,surprise,surprise,,,,
22,22_20,Monica,I'm afraid so.,neutral,fear,0.6,arbitrated,unknown,sadness,neutral,surprise,,,,
22,22_21,Chandler,Okay.,neutral,surprise,0.9,arbitrated,unknown,neutral,sadness,surprise,,,,
25,25_0,Monica,What? Honey.,neutral,surprise,0.825,majority,majority,neutral,surprise,surprise,,,,
25,25_1,Rachel,"Oh, I am, my side still hurts from when you crashed into me yesterday.",neutral,sadness,0.8,arbitrated,unknown,neutral,anger,sadness,,,,
25,25_2,Monica,"Oh God, Im so sorry.",sadness,sadness,0.9765,majority,majority,sadness,sadness,neutral,,,,
25,25_3,Rachel,I know.,neutral,sadness,0.9,majority,majority,anger,sadness,sadness,,,,
25,25_4,Rachel,Ow!!,anger,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
25,25_5,Monica,Oh God!,surprise,surprise,0.8,arbitrated,unknown,neutral,surprise,fear,,,,
25,25_6,Ross,"Hey, you guys! Guess what?",joy,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
25,25_7,Rachel,Got a job on a river boat?,neutral,neutral,0.6,majority,majority,neutral,neutral,surprise,,,,
25,25_8,Ross,"Y'know what I didnt wear this suit for a year because you hated it. Well, guess what? Youre not my girlfriend anymore so...",anger,anger,0.7067,unanimous,majority,anger,anger,anger,,,,
25,25_9,Rachel,"Oh I see, so this suit is making a point.",neutral,anger,0.975,majority,majority,anger,anger,neutral,,,,
25,25_10,Rachel,"Now that youre on youre own, youre free to look as stupid as you like.",anger,anger,0.9835,majority,majority,anger,anger,disgust,,,,
25,25_11,Ross,You like it right?,neutral,neutral,0.75,majority,majority,neutral,neutral,surprise,,,,
25,25_12,Monica,Oh absolutely. I like it even more on you than I did on Colonel Sanders.  Ross! Ross! Im kidding!,neutral,joy,0.875,majority,majority,joy,joy,surprise,,,,
25,25_13,Rachel,"Yeah, come here!",neutral,joy,1.0,majority,majority,joy,neutral,joy,,,,
25,25_14,Monica,What-what was it you were gonna tell us?,neutral,surprise,1.0,majority,majority,anger,surprise,surprise,,,,
25,25_15,Rachel,Yeah. Oh! Was how you invented the cotton gin?!,neutral,surprise,0.5,majority,majority,neutral,surprise,surprise,,,,
25,25_16,Ross,"Okay, good bye!",anger,surprise,1.0,arbitrated,unknown,neutral,anger,surprise,,,,
30,30_0,Rachel,"Oh my God, what happened?",surprise,surprise,1.0,unanimous,majority,surprise,surprise,surprise,,,,
30,30_1,Janice,"Oh. God, crazy Chandler. He spun me...off...the...bed!",joy,surprise,0.6667,unanimous,majority,surprise,surprise,surprise,,,,
30,30_2,Rachel,Wow! Spinning that sounds like fun.,joy,joy,0.9,unanimous,majority,joy,joy,joy,,,,
30,30_3,Janice,"Oh,  I wish. No, you know he was just trying Ross's Hug and Roll thing.",joy,neutral,0.5,arbitrated,unknown,sadness,surprise,disgust,,,,
30,30_4,Rachel,Ross's what?,surprise,surprise,0.5,majority,majority,anger,surprise,surprise,,,,
30,30_5,Janice,"You know what, where he hugs you and kinda rolls you away and... Oh... my....God.",disgust,surprise,0.9,majority,majority,neutral,surprise,surprise,,,,
31,31_0,Rachel,"Whoops.  Oh, hey, do you need help with that?",neutral,neutral,0.79,unanimous,majority,neutral,neutral,neutral,,,,
29,29_0,Chandler,"Oh we did, and you still have all your lamps.",neutral,neutral,0.6307,unanimous,majority,neutral,neutral,neutral,,,,
29,29_1,Chandler,"Oh, I didn't factor in the room tax.",surprise,neutral,0.75,majority,majority,neutral,neutral,anger,,,,
29,29_2,Ross,"Oh dude, don't worry about it, I found an unattended maid's car.    We're way ahead of the game.",neutral,joy,0.85,majority,majority,surprise,joy,joy,,,,
29,29_3,Ross,Oh my god.,surprise,neutral,0.5,majority,majority,neutral,joy,neutral,,,,
29,29_4,Chandler,What?,surprise,surprise,0.925,majority,majority,surprise,sadness,surprise,,,,
29,29_5,Ross,There's something new in the bowl.,surprise,surprise,0.855,majority,majority,surprise,neutral,surprise,,,,
29,29_6,Chandler,"Look, we have enough, just walk away.",fear,neutral,0.5,majority,majority,anger,neutral,neutral,,,,
29,29_7,Ross,"No, but I want...I want the pinecones!",joy,surprise,0.773,majority,majority,surprise,surprise,sadness,,,,
29,29_8,Chandler,There's a forest right outside.,neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
29,29_9,Ross,It's not the same.,neutral,sadness,0.5,majority,majority,anger,sadness,sadness,,,,
29,29_10,Chandler,"Ok, go quick!",fear,neutral,0.75,majority,majority,neutral,neutral,anger,,,,
29,29_11,Ross,Thank you for a delightful stay.,joy,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
29,29_12,Ross,"Oh, my maple candy!",joy,neutral,0.5,majority,majority,joy,neutral,neutral,,,,
28,28_0,Man,"Oh uh, up or down?",neutral,neutral,1.0,majority,majority,anger,neutral,neutral,,,,
28,28_1,Phoebe,Oh down please.  I-I hate to be a ball buster can I just do it?,joy,neutral,0.75,majority,majority,neutral,neutral,sadness,,,,
28,28_2,Man,Could you press up too please?,neutral,neutral,0.205,majority,majority,anger,neutral,neutral,,,,
28,28_3,Phoebe,Sure! I feel so bad for you. I broke my leg once too.,sadness,sadness,0.7335,majority,majority,neutral,sadness,sadness,,,,
28,28_4,Man,Oh yeah? Howd yours happen?,neutral,sadness,1.0,arbitrated,unknown,neutral,sadness,surprise,,,,
28,28_5,Phoebe,"Well, its a long story.",neutral,neutral,0.5,arbitrated,unknown,sadness,joy,neutral,,,,
28,28_6,Phoebe,Its kind of embarrassing.,neutral,neutral,0.49,majority,majority,neutral,sadness,neutral,,,,
28,28_7,Phoebe,Lets just say there was a typographical error with a sex manual.,joy,disgust,0.8,majority,majority,neutral,disgust,disgust,,,,
28,28_8,Phoebe,How about you?,neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
28,28_9,Man,Car accident.,sadness,fear,0.4,majority,majority,sadness,fear,fear,,,,
28,28_10,Man,"Oh, let me guess some idiot on a cell phone wasnt paying attention?",neutral,anger,0.3267,unanimous,majority,anger,anger,anger,,,,
28,28_11,Man,"Yeah. Me.  Oh hey, thats me.  Hey uh, I take it youre just visiting someone.",neutral,surprise,1.0,arbitrated,unknown,anger,sadness,surprise,,,,
28,28_12,Phoebe,"Uh-huh, yeah.",neutral,neutral,0.8847,unanimous,majority,neutral,neutral,neutral,,,,
28,28_13,Man,"Well umm, if you have sometime yknow and maybe you might want to visit someone else",neutral,anger,1.0,arbitrated,unknown,neutral,anger,sadness,,,,
28,28_14,Phoebe,Oh yeah! I-I would like that.,joy,surprise,0.25,majority,majority,joy,surprise,surprise,,,,
28,28_15,Phoebe,Wait! What?! No!! Elevator!! No!,anger,neutral,0.5,arbitrated,unknown,neutral,surprise,fear,,,,
28,28_16,Joey,"Uh, you gotta press the button.",neutral,neutral,0.5,majority,majority,anger,neutral,neutral,,,,
32,32_0,Phoebe,"Yes!! Yes! Yes! Yes!! Thats my Dad, thats Frank! Yeah! Im sorry Im getting all flingy.",surprise,joy,0.9833,unanimous,majority,joy,joy,joy,,,,
32,32_1,Phoebe Sr,"Take it easy--if you want, theres cookies on the counter, or, or--sangria!  I can make sangria!",joy,joy,0.6167,unanimous,majority,joy,joy,joy,,,,
32,32_2,Phoebe,"No-no, sorry. Cookies are good, thanks.",neutral,joy,0.45,majority,majority,neutral,joy,joy,,,,
32,32_3,Phoebe Sr,Oh.,neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
32,32_4,Phoebe,"Well, so, umm, anyway umm, Ive been, Ive been looking for my Father, and umm, have you heard from him, or seen him?",neutral,sadness,0.98,majority,majority,sadness,sadness,fear,,,,
32,32_5,Phoebe Sr,"Oh no, I-Im sorry, I guess we lost track of everybody after high school.",sadness,sadness,0.7,unanimous,majority,sadness,sadness,sadness,,,,
32,32_6,Phoebe,"Oh, okay. Well, so tell me everything about my parents. Everything.",neutral,sadness,0.9,majority,majority,sadness,surprise,sadness,,,,
32,32_7,Phoebe Sr,"Ohh, well. Y'know we were always together, in fact the had a nickname for the three of us.",neutral,neutral,0.5,majority,majority,neutral,joy,neutral,,,,
32,32_8,Phoebe,"Oh, what? What was it?",surprise,surprise,0.6333,unanimous,majority,surprise,surprise,surprise,,,,
32,32_9,Phoebe Sr,The three losers.,sadness,anger,0.8,arbitrated,unknown,neutral,anger,disgust,,,,
32,32_10,Phoebe Sr,"Oh, poor Lily.",sadness,sadness,0.6,unanimous,majority,sadness,sadness,sadness,,,,
32,32_11,Phoebe Sr,"Ohh, y'know I-I heard about what happened, that must have been just terrible for you, losing your mother that way.",sadness,sadness,0.84,majority,majority,sadness,neutral,sadness,,,,
32,32_12,Phoebe,"Yeah, no, it was great.",joy,neutral,0.5,arbitrated,unknown,sadness,neutral,surprise,,,,
33,33_0,Phoebe,"Well, alright, we already tried feeding her, changing her,  burping her, oh try this one!",sadness,neutral,0.6,unanimous,majority,neutral,neutral,neutral,,,,
33,33_1,Phoebe,Go back in time and listen to Phoebe!,anger,neutral,0.75,majority,majority,neutral,neutral,surprise,,,,
33,33_2,Monica,"Alright here’s something, it says to try holding the baby  close to your body and then swing her rapidly from side to side.",neutral,neutral,0.5,arbitrated,unknown,joy,fear,neutral,,,,
33,33_3,Rachel,Ok.,neutral,neutral,0.7667,unanimous,majority,neutral,neutral,neutral,,,,
33,33_4,Monica,It worked!,surprise,joy,0.595,unanimous,majority,joy,joy,joy,,,,
33,33_5,Rachel,Oh  oh no just stopped to throw up a little bit.,sadness,disgust,1.0,arbitrated,unknown,sadness,disgust,surprise,,,,
33,33_6,Rachel,"Oh come on, what am I gonna do, its been hours and it  won’t stop crying.",sadness,sadness,1.0,majority,majority,sadness,sadness,fear,,,,
33,33_7,Monica,"Umm, she Rach, not it, she.",neutral,disgust,0.84,arbitrated,unknown,anger,neutral,surprise,,,,
33,33_8,Rachel,"Yeah, I’m not so sure.",neutral,sadness,0.4,majority,majority,neutral,sadness,sadness,,,,
33,33_9,Monica,"Oh my god, I am losing my mind.",anger,fear,0.95,majority,majority,neutral,fear,fear,,,,
33,33_10,Phoebe,"Yeah, no kidding, this just proves no good can come from  having sex with Ross!",anger,anger,0.895,majority,majority,anger,neutral,anger,,,,
35,35_0,All,"Push, push!",neutral,neutral,0.75,majority,majority,neutral,joy,neutral,,,,
35,35_1,Ross,We're here!,joy,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
35,35_2,Carol,Where have you been?,neutral,anger,1.0,majority,majority,anger,neutral,anger,,,,
35,35_3,Ross,"Long story, honey.",neutral,neutral,0.25,majority,majority,neutral,neutral,sadness,,,,
35,35_4,Dr. Franzblau,"All right, Carol, I need you to keep pushing. I need Excuse me, could I have this?",neutral,neutral,0.75,majority,majority,neutral,neutral,anger,,,,
36,36_0,Rachel,C'mon up.,neutral,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
36,36_1,Monica,Behind my brother's back?  ... is exactly the kind of crazy thing you won't be hearing from me.,anger,anger,0.8,majority,majority,sadness,anger,anger,,,,
38,38_0,Student,"Guess what, I got an audition!",joy,joy,0.76,unanimous,majority,joy,joy,joy,,,,
38,38_1,Joey,"Awww, one of my students got an audition. Im so proud.",joy,joy,0.65,majority,majority,joy,neutral,joy,,,,
38,38_2,Student,I was wondering if you would consider coaching me for it?,neutral,joy,0.975,majority,majority,joy,joy,neutral,,,,
38,38_3,Joey,You bet! Whats the part?,joy,joy,0.8933,unanimous,majority,joy,joy,joy,,,,
38,38_4,Student,"Oh its great, its a role on",joy,joy,0.7367,unanimous,majority,joy,joy,joy,,,,
37,37_0,Janice,"So, I hear, you hate me!",anger,neutral,0.5,arbitrated,unknown,anger,neutral,disgust,,,,
37,37_1,Joey,"I, ah, I never said hate, I was very careful about that.",neutral,surprise,0.8,arbitrated,unknown,neutral,anger,surprise,,,,
37,37_2,Janice,A little birdie told me something about you wanting to rip your arm off and throw it at me.,anger,anger,0.3333,unanimous,majority,anger,anger,anger,,,,
37,37_3,Joey,And you got a 'hate' from that?! Your taking a big leap there...,fear,anger,0.4233,unanimous,majority,anger,anger,anger,,,,
37,37_4,Janice,"All right, fine, fine, fine, fine, fine, we've got to do something about our little situation here Joey.",anger,anger,0.7,majority,majority,neutral,anger,anger,,,,
37,37_5,Janice,"So, this is my idea: you and me spending some quality time together.",neutral,neutral,0.5,arbitrated,unknown,surprise,sadness,joy,,,,
37,37_6,Joey,But what does that gonna do...,anger,neutral,0.25,majority,majority,neutral,neutral,anger,,,,
37,37_7,Janice,For Chandler!,anger,neutral,0.75,majority,majority,neutral,joy,neutral,,,,
40,40_0,Monica,Yeah baby!,joy,joy,0.9985,majority,majority,joy,neutral,joy,,,,
40,40_1,Phoebe,"Im really glad you guys are okay but, I just keep thinking what would happen if-if you two  actually had hooked up.",neutral,surprise,0.75,majority,majority,fear,surprise,surprise,,,,
34,34_0,Monica,"Well, youre not.",neutral,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
34,34_1,Rachel,"Oh, its so easy for you I mean, youre not married, you get to have sex with who ever you want!",disgust,anger,1.0,unanimous,majority,anger,anger,anger,,,,
34,34_2,Monica,"Yeah I can!  And dont think I dont, because I do! I mean all the time, you betcha!",joy,joy,0.3,majority,majority,joy,joy,anger,,,,
34,34_3,Rachel,"Monica. Youve, youve done it right?",surprise,surprise,0.5,majority,majority,anger,surprise,surprise,,,,
34,34_4,Monica,"Of course I have! What do you think, Im some 30 year old virgin?",anger,anger,0.6433,unanimous,majority,anger,anger,anger,,,,
34,34_5,Rachel,Oh my God! Youre a 30 year old virgin!,surprise,surprise,0.95,majority,majority,surprise,neutral,surprise,,,,
34,34_6,Monica,"Say it louder, I dont think the guy all the way in the back heard you!",disgust,joy,1.0,arbitrated,unknown,joy,neutral,anger,,,,
34,34_7,Monica,"Its not like, I havent any opportunities.",anger,neutral,0.59,majority,majority,neutral,neutral,disgust,,,,
34,34_8,Monica,"I mean, yknow, Im just waiting for the perfect guy.",neutral,neutral,0.25,majority,majority,neutral,surprise,neutral,,,,
34,34_9,Monica,"Im seeing this guy Roger, all right?",neutral,neutral,0.0,arbitrated,unknown,anger,neutral,surprise,,,,
34,34_10,Monica,"Hes not perfect, but umm, I think maybe I should just get it over with.",neutral,neutral,0.5,majority,majority,neutral,neutral,sadness,,,,
34,34_11,Monica,"Yknow, give him my flower.",neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
34,34_12,Rachel,"Oh my God!! Do it!! Honey, youve waited",surprise,neutral,0.5,arbitrated,unknown,neutral,joy,surprise,,,,
34,34_13,Monica,Yknow what? You are right?!,surprise,neutral,0.5,arbitrated,unknown,neutral,surprise,joy,,,,
34,34_14,Rachel,I mean sex does not have to be a big deal!,anger,joy,0.47,majority,majority,joy,joy,neutral,,,,
34,34_15,Rachel,There shouldnt be all this rules and restrictions!,anger,anger,0.845,majority,majority,joy,anger,anger,,,,
34,34_16,Rachel,"Yknow, people should be able to sleep with who ever they want, whenever",neutral,neutral,0.5,majority,majority,neutral,neutral,joy,,,,
34,34_17,Monica,Rachel! Im never gonna think its okay for you to cheat on your husband!,anger,anger,0.8893,unanimous,majority,anger,anger,anger,,,,
34,34_18,Rachel,Oh what do you know? Virgin!,anger,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
39,39_0,Ross,"Hi!  Hi!  Hi. Has umm, anyone seen Chandler?",neutral,neutral,0.5,arbitrated,unknown,anger,joy,neutral,,,,
39,39_1,Mr. Geller,I thought he was with you.,neutral,neutral,0.65,unanimous,majority,neutral,neutral,neutral,,,,
39,39_2,Ross,"He-he was with me umm, were playing a little game, yknow? Hide and seek.",neutral,neutral,0.875,majority,majority,joy,neutral,neutral,,,,
39,39_3,Mr. Geller,"You cant ask us son, thats cheating.",neutral,anger,0.75,majority,majority,anger,anger,neutral,,,,
39,39_4,Ross,"Youre right, thanks for keeping me honest dad.",neutral,neutral,0.49,majority,majority,neutral,neutral,surprise,,,,
39,39_5,Mrs. Geller,"Well, he better not come by here. He cant see the bride in the wedding dress.",neutral,anger,0.685,majority,majority,anger,anger,sadness,,,,
39,39_6,Mrs. Bing,"As I recall when we got married, I saw the groom in the wedding dress.",joy,surprise,0.645,majority,majority,surprise,neutral,surprise,,,,
39,39_7,Mr. Bing,"But that was after the wedding, its not bad luck then.",neutral,neutral,0.75,majority,majority,neutral,joy,neutral,,,,
39,39_8,Mrs. Bing,"Honey, it isnt good luck.",neutral,sadness,0.85,majority,majority,sadness,fear,sadness,,,,
39,39_9,Ross,Oh my God! Monica!,surprise,surprise,1.0,majority,majority,joy,surprise,surprise,,,,
39,39_10,Monica,"I know! Hey, hows Chandler doin?",neutral,neutral,0.5,arbitrated,unknown,joy,surprise,neutral,,,,
